sentence,gold_root,pred_root
<s>A Brazilian federal court</s> has rejected a request from <t>jailed former President Luiz Inacio Lula da Silva</t> to be present at the first debate of presidential candidates for October's election.,REJECT,REJECT
"<s>US</s> removed sanctions on nearly <t>five dozen shipping companies, trading firms and individuals that had been blacklisted for links to Cuba</t>.",YIELD,YIELD
"<s>Algerian police</s> have arrested <t>former President Abdelaziz Bouteflika's youngest brother alongside two former intelligence chiefs</t>, according to local media.",COERCE,COERCE
<s>Tobago's authorities</s> have deported <t>at least 165 Venezuelans</t> in recent weeks.,COERCE,COERCE
"Brussels, March 21: <s>The European Union (EU) </s>has opposed <t>British Prime Minister Theresa May's plan</t> to delay Brexit until June 30, as per a leaked internal EU diplomatic note, Independent reported.",REJECT,REJECT
"<s>President of Ukraine</s> and <t>Prime Minister of Great Britain</t> signed an agreement on political cooperation, free trade, and strategic partnership.",SUPPORT,AGREE
<s>The U.S. southern command</s> carried out emergency evacuation of families of military personnel and security protection operations in <t>a hospital located in areas returned to Panamanian control</t>.,AID,COOPERATE
"New Delhi: Top democratic leader and speaker of US House of Representatives <s>Nancy Pelosi</s> has lauded India-US ties and said that the support for <t>New Delhi</t> in the US Congress ""is always bipartisan.""",SUPPORT,SUPPORT
"<s>Trump</s> and <t>King Abdullah</t> will gather for a meeting in the Oval Office and then proceed to a working lunch, where the two leaders are expected to discuss a range of shared priorities.",CONSULT,CONSULT
"As part of the operation, <s>the Turkish armed forces</s> have been launching airstrikes on <t>PKK targets stationed in northern Iraq</t>.",ASSAULT,ASSAULT
"<s>Ukrainian security forces</s> arrested <t>Leonid Kozhara</t>, who served as foreign minister in the pro-Russian government led by exiled president Viktor Yanukovych, on suspicion of pre-meditated murder on Wednesday.",COERCE,COERCE
"<s>U.S. Secretary of State Mike Pompeo</s> expressed support for <t>Congo President Felix Tshisekedi</t>'s change agenda to tackle corruption, improve human rights and strengthen security during their first meeting on Wednesday, the State Department said.",SUPPORT,SUPPORT
<s>The Bulgarian military</s> has offered to <t>U.S.</t> an additional security for the airport and will make accommodations available to <t>U.S.</t> personnel at a military recreation center at the port.,AGREE,AGREE
"In recent years <s>the Taliban</s> have carried out near-daily attacks, mainly targeting <t>the Afghan government and security forces</t>.",ASSAULT,ASSAULT
"<s>Afghan Foreign Minister Mohammad Haneef Atmar</s> called for sanctions against <t>Taliban leadership</t> in response to the provincial seizures, saying they violated commitments that the group gave to the U.S. in 2020.",ACCUSE,REQUEST
<s>The US authorities</s> returned the wild monkeys to <t>Democratic Republic of the Congo</t>.,YIELD,AID
"<s>New Zealand</s> donated USD1 million to <t>the World Food Program in Afghanistan</t>, said Prime Minister Helen Clark.",AID,AID
<s>South Kordofan</s> and <t>Blue Nile</t> have agreed to allow humanitarian access to rebel-held areas in both states.,SUPPORT,AGREE
<s>Greek Prime Minister George Papandreou</s> agreed to resign and leave <t>Greece</t> on Sunday to be replaced by a coalition government of national unity that will have a mandate from the bankers and European heads of state.,AGREE,AGREE
"<s>Afghanistan's intelligence agency</s> has blamed <t>the Taliban-allied Haqqani Network</t> for the attack, which has been linked to Pakistan's military in the past.",ACCUSE,ACCUSE
"<s>The military under South Sudan President Salva Kiir's government</s> has been fighting <t>rebel forces supporting ousted Vice President Riek Machar</t> since mid-December, following an alleged coup attempt by Machar.",ASSAULT,ASSAULT
"LIMA, Peru -- <s>Interpol</s> has rejected <t>the Ecuadorian government</t> to issue an international call for the arrest of a former president who is being investigated for the alleged kidnapping of an opposition leader, officials said Wednesday.",REJECT,REJECT
"<s>Unidentified gunmen</s> beheaded three men and torched a boys' school in <t>Nangarhar province in eastern Afghanistan</t> late on Saturday, in an attack officials blamed on Islamic State militants.",ASSAULT,ASSAULT
"MANILA -- <s>President Rodrigo Duterte</s> has given <t>Canada</t> a May 15 deadline to take back tons of trash mistakenly sent to the Philippines several years ago, saying he will ship the garbage back if the Canadians do not comply.",THREATEN,THREATEN
<s>U.S. Deputy Secretary of State William Burns</s> ended mediation efforts in <t>Egyptian political conflict</t> Wednesday after extending a weekend visit by 72 hours.,SANCTION,CONSULT
"According to the International Committee of the Red Cross, <s>the Taliban</s> on April 12 released <t>20 Afghan government prisoners</t> in the southern province of Kandahar.",YIELD,YIELD
"<s>The Taliban</s> will release <t>20 Afghan government prisoners</t> it was holding, a spokesperson of the Islamist militant group said on Sunday, the first handover since the beginning of a peace process.",AGREE,YIELD
"Regardless of the subject of state immunity, <s>the Italian court</s> convicted <t>Germany</t>.",ACCUSE,COERCE
<s>The White House</s> is willing to offer some military assistance to <t>Turkey</t> to assist an insurgency against neighboring Syria.,AGREE,AGREE
<s>Authorities</s> ease curfew as businesses reopen in <t>Amman</t> April 27.,YIELD,YIELD
"<s>The United States</s> is willing to provide <t>Brazil</t> with up to $1.5 billion in additional loan guarantees and insurance to finance U.S. exports to the economically troubled nation, an administration official said Wednesday.",AGREE,AGREE
"<s>The Afghan government</s> will gradually release <t>5,000 Taliban prisoners</t> starting this week if the insurgents significantly reduce violence, President Ashraf Ghani's spokesman said Wednesday, paving the way for peace talks following a U.S. withdrawal deal.",AGREE,YIELD
"In response, <s>the IDF</s> attacked 15 positions belonging to <t>terrorist groups in the Gaza Strip</t> on Tuesday night.",ASSAULT,ASSAULT
<s>U.S. Energy Secretary Rick Perry</s> has made a surprise visit to <t>the World Government Summit</t> in Dubai.,CONSULT,CONSULT
<s>The Supreme Court</s> has demanded an explanation from <t>the Prime Minister's office</t>.,REQUEST,REQUEST
"An ancient Egyptian sarcophagus was returned to <t>the Arab Republic of Egypt</t> by <s>ICE and CBP officials</s> on March 10, 2010, at the National Geographic Society in Washington D.C.",YIELD,AID
"<s>Turkish authorities</s> have deported <t>more than 16,000 Syrians</t> to Idlib this year, including more than 1,900 people in September.",COERCE,COERCE
"<s>The Indian Coast Guard regional headquarters (East) </s>is conducting the first-ever training for <t>eight personnel, two officers and six personnel below officer rank, of the Maldives National Defence Force Coast Guard</t> at Chennai till October 19, as part of an international cooperation between the two countries.",COOPERATE,COOPERATE
"In 2012, <s>the UNSC</s> imposed sanctions in relation to <t>Guinea Bissau</t> in response to the military seizing power.",COERCE,SANCTION
"<s>A director in the Yangon government</s> filed a complaint that alleged <t>the Eleven Media journalists</t> violated a Myanmar law banning publication of ""incorrect information"" that could cause ""fear or alarm to the public.""",ACCUSE,ACCUSE
"<s>Hezb-e-Islami</s> also threatened to shell <t>Bagram</t>, the military airfield 15 miles north of Kabul.",THREATEN,THREATEN
<s>The Thiruvananthapuram city police</s> have arrested <t>a youth</t> for an alleged chain-snatching attempt made on an IPS trainee a few days ago.,COERCE,COERCE
<s>The UAE</s> formally lifted the pre-existing trade and travel restrictions between it and <t>Israel</t>.,YIELD,YIELD
"<s>Iraq</s> has lifted its boycott on <t>Canadian wheat and other goods</t>, a gesture Canadian officials quickly dismissed as having little practical effect.",YIELD,YIELD
<s>The separatist group Black Widow</s> has agreed to lay down its illegal weapons in <t>Russia</t> and shift to designated camps on September 15.,AGREE,AGREE
"JERUSALEM - <s>The Israeli Cabinet</s> unanimously approved a proposal to build over 700 housing units for <t>Palestinians</t> in addition to 6,000 Israeli settlement housing units in the West Bank.",AID,SUPPORT
"<t>A young inmate, Mohammad Dowji</t>, was tortured to death by <s>prison guards in Amirabad Prison in Gorgan</s> on November 18, 2020.",ASSAULT,COERCE
<s>Germany</s> opened its borders to reduce <t>Syrian</t> inequalities that were a result of their situation.,YIELD,SUPPORT
"On top of €161 million in financial aid, <s>Germany</s> has made available ambulances, experts, hospital equipment, medical supplies, and logistical assistance to fight the Ebola epidemic in <t>West Africa</t>.",AID,AID
<s>The Mauritius government</s> said last week that it would seek compensation from <t>the owner of the Japanese freighter</t> over the oil leakage.,REQUEST,REQUEST
<s>The Supreme Court</s> today refused to lift the ban imposed on <t>the Students Islamic Movement of India (SIMI) </t>since 2001.,REJECT,REJECT
"Last week, <s>the Taliban</s> rejected <t>the Afghan government</t>'s dialogue offer proposed in late February and announced the start of its new spring military offensive.",REJECT,REJECT
<s>The group al-Nusra Front</s> will not release <t>the soldiers and policemen</t> without anything in return.,REQUEST,REJECT
<s>US Secretary of State Hillary Clinton</s> has defended <t>US strategy</t> in Afghanistan after the Afghan President called for US Military operations there to be scaled back.,SUPPORT,REJECT
"<s>The IDF (Israeli Defence Force) </s>is currently striking <t>Islamic Jihad terror targets in the Gaza strip</t>, the army said in a WhatsApp message to reporters.",ASSAULT,ASSAULT
<s>The United Kingdom and France</s> however have opposed <t>resolutions in the United Nations</t> on depleted uranium weapons.,REJECT,REJECT
"As Trump and his advisers mull options, <s>the Russian government</s> has aligned with <t>Maduro</t>, expressing support for the Venezuelan president's government.",SUPPORT,SUPPORT
"<s>The United States</s> has sent top government officials to <t>Qatar</t> to investigate a recent Fox News report alleging Doha is funding Lebanese Hezbollah militia, according to Al Arabiya sources.",ACCUSE,CONSULT
<s>The Plaintiff</s> demanded an admission by <t>the Defendant</t> that he defamed the Plaintiff and also demanded publication of the apology in the local press in such a manner as was approved by the Plaintiff.,REQUEST,REQUEST
<s>UNRWA</s> said it had suspended aid deliveries to <t>Gaza</t> after the Hamas-run Ministry of Social Affairs stole 10 truckloads of flour and rice delivered to <t>Gaza</t> on Thursday.,SANCTION,SANCTION
"<s>Turkish Prime Minister Recep Tayyip Erdogan</s> has rejected <t>jailed Kurdish leader Abdullah Ocalan</t> for a rebel ceasefire, calling instead on Kurdish separatists to lay down their arms.",REJECT,REJECT
"<s>Lebanon President Michel Aoun</s> has designated <t>Hezbollah-backed Hassan Diab</t>, an academic and former education minister, as the country's next prime minister on Thursday, breaking a weeks-long impasse.",YIELD,AGREE
<s>Hackers linked to the Iranian government</s> launched cyber-attacks on some four dozen <t>U.S. financial institutions</t> and a flood-control dam above New York City in forays meant to undermine U.S.markets and national security.,COERCE,ASSAULT
<s>Russia</s> has so far refused to deploy peacekeepers in <t>the region</t>.,REJECT,REJECT
"In early December, <s>Ethiopian authorities</s> struck a deal with the United Nations to allow humanitarian supplies to reach the many people in need in <t>Tigray</t>.",YIELD,AID
"<s>Indian farmers</s> began a one-day hunger strike on Saturday in protest against new agricultural laws imposed by <t>Indian government</t>, after a week of clashes with authorities that left one dead and hundreds injured.",PROTEST,PROTEST
"<s>Foreign Minister Javad Zarif</s> also strongly defended <t>Iran</t>'s position, saying Washington needs to take the first step.",SUPPORT,REQUEST
<s>Taliban officials</s> have so far rejected <t>the Afghan government</t> to hold direct talks.,REJECT,REJECT
"<s>The Iraqi Communist Party</s> announced on Saturday that it will boycott <t>the upcoming parliamentary elections</t> scheduled for Oct. 10, citing the deepening security and political crisis in the country.",THREATEN,REJECT
"<s>The Ethiopian central government</s> has issued an ultimatum to <t>the Tigray People's Liberation Front (T.P.L.F.) </t>, reports the B.B.C., giving the Front 72 hours to surrender or else face an assault on the regional capital of Mekelle.",THREATEN,THREATEN
"On Tuesday, <s>Delhi Police Commissioner Amulya Patnaik</s> held a law and order meeting with <t>all district DCPs and SHOs at the Delhi Police Headquarters</t> asking them to take action immediately.",REQUEST,CONSULT
<s>South Korea</s> suspended humanitarian aid to <t>North Korea</t> after the country conducted its fourth nuclear test in January 2016.,SANCTION,SANCTION
"<s>Egypt</s> finally let free the 27-year old <s>Egypt</s>ian-American Mohamed Soltan, who had been held in a military prison in Cairo for almost two years.",YIELD,YIELD
<s>The European Commission</s> has accused <t>Merkel's government</t> of not adapting German law enough to curtail the practice.,ACCUSE,ACCUSE
"On Tuesday evening, <s>Israeli military jets</s> carried out several air strikes in <t>the northern Gaza Strip</t>, killing a 24-year-old Hamas militant and injuring four others.",ASSAULT,ASSAULT
<s>Twelve U.S. Army soldiers</s> deployed to Nigeria Army's School of infantry to train <t>more than 200 Nigerian soldiers</t> for seven weeks.,COOPERATE,COOPERATE
<s>The Taliban</s> stepped up their war against <t>the Kabul government</t> after launching this year's summer offensive.,ASSAULT,ASSAULT
"<s>Cambodian King Norodom Sihamoni</s> pardoned <t>convicted Prince Norodom Ranariddh</t> Thursday, allowing him to return home from self-imposed exile abroad.",YIELD,YIELD
"<s>Somalia's President Mohamed Farmaajo</s> rejected <t>President Uhuru Kenyatta's call for talks</t>, saying that the court should be the ultimate arbiter.",REJECT,REJECT
<s>Russian police</s> detained <t>several dozen people</t> in the early hours on Thursday at a rally protesting plans to build a cathedral in a popular park in Russia's fourth-largest city.,COERCE,COERCE
The <s>EU</s> has provided more than €1.2 billion for humanitarian and development aid and medical research to stem and ultimately end the current Ebola outbreak in <t>West Africa</t>.,AID,AID
"<s>The Iraqi air force</s> carried out at least three air strikes in western Mosul, killing several <t>dozens of Islamic State fighters</t>, according to Iraqi military statements on Tuesday.",ASSAULT,ASSAULT
<s>Israel</s> has agreed to open its borders with <t>Gaza</t> to allow humanitarian aid and reconstruction materials into the war-battered Palestinian enclave.,AGREE,AGREE
"Last week, <s>North Korea</s> threatened to shell <t>South Korean sites</t> if Seoul carries out an operation to make anti-Pyongyang broadcasts and send leaflets across their heavily armed border as its defense minister had suggested earlier this month in parliament.",THREATEN,THREATEN
UNITED NATIONS (Sputnik) - <s>The UN General Assembly</s> adopted <t>the Ukrainian resolution</t> on human rights violations in Crimea.,YIELD,SUPPORT
<s>Pakistan</s> is willing to withdraw its troops from the disputed territory of <t>Kashmir</t>.,AGREE,YIELD
"<s>Thousands of Myanmar nationals</s> have sought refuge in <t>India's northeastern state of Mizoram</t> since a military coup and brutal military repression in that country, nonprofits said Monday.",REQUEST,AID
<s>Secretary of State Mike Pompeo</s> lifts restrictions on <t>their Taiwanese counterparts</t>.,YIELD,YIELD
"<s>President Xi Jinping</s> meets <t>Harvard University President Lawrence Bacow and wife, Adele</t>, at the Great Hall of the People in Beijing on Wednesday.",CONSULT,CONSULT
"<s>Afghan Taliban</s> have agreed to a ceasefire in <t>Afghanistan</t>, says chief negotiator.",AGREE,AGREE
<s>Leaders of the two sides</s> are responsible for mass killings and rapes in <t>South Sudan</t>.,ASSAULT,ACCUSE
"<s>North Korean leader Kim Jong Un</s> arrived in <t>Russia</t> by train on Wednesday, a day before his much-anticipated summit with President Vladimir Putin that comes amid deadlocked diplomacy on his nuclear program.",CONSULT,CONSULT
"In Lamu, <s>Al Shabaab</s> launched an attack at <t>a US military base</t> last week, killing three people, including a US soldier who was attacked at Manda Bay Airfield.",ASSAULT,ASSAULT
<s>Japan</s> lifts sanctions against both <t>India and Pakistan</t> in recognition of their support for the US-led war on terrorism.,YIELD,YIELD
<s>Turkish police</s> said they detained <t>137 people in Istanbul</t> on Wednesday for trying to hold illegal demonstrations in various parts of the city to celebrate May Day.,COERCE,PROTEST
<s>The Government of Myanmar</s> has forced <t>humanitarian aid workers</t> out of the Rakhine State.,SANCTION,COERCE
"<s>Saudi Arabia</s> eased key restrictions on <t>millions of foreign workers</t>, under reforms to its labour policy.",YIELD,YIELD
"<s>Guatemalan authorities</s> have deported 2,374 migrants to <t>Honduras</t> who were part of a caravan trying to reach the U.S.",COERCE,COERCE
"<s>Uganda police</s> have detained five people including <t>journalists from the British Broadcasting Corporation (BBC) , and local NBS TV</t> who are reported to have been investigating the theft and sale of government drugs.",COERCE,COERCE
"<s>German State Prosecutors</s> opened fraud investigations yesterday against <t>15 executives and suppliers of Klockner-Humboldt-Deutz</t>, a German internal combustion engine manufacturer.",ACCUSE,ACCUSE
"<s>President Vladimir Putin</s> has cancelled a planned visit to <t>Paris</t>, after French President Francois Hollande accused Syrian troops of committing a “war crime” in Aleppo with Russia's support.",REJECT,ACCUSE
<s>The White House</s> says it stands in solidarity with <t>its closest ally the UK</t> and supports its decision to expel 23 Russian diplomats.,SUPPORT,SUPPORT
"<s>Iraqi warplanes</s> pounded <t>Islamic State positions in eastern Syria</t> with deadly airstrikes Thursday, the Iraqi government said.",ASSAULT,ASSAULT
"<s>Indian officials</s> have shared evidence with <t>the United States</t>, but they have not permitted that information to be shared with Pakistan, said one Western official.",COOPERATE,SUPPORT
"After five years of war, <s>South Sudan's President Salva Kiir</s> signed a peace deal with <t>main rebel leader Riek Machar</t> in August.",SUPPORT,AGREE
"On Monday, <s>London court</s> issued an arrest warrant against <t>diamond merchant Nirav Modi</t> who is wanted in India for an alleged loan default case, according to the sources in the Enforcement Directorate.",COERCE,COERCE
<s>American activists</s> have launched a hunger strike to protest the zero tolerance immigration policy imposed by <t>Trump Admininstration</t> at the southern border.,PROTEST,PROTEST
"<s>Chinese regulators</s> have launched an investigation into <t>Alibaba Group</t> and will meet with its affiliate, Ant Group, in the next few days.",ACCUSE,CONSULT
<s>Spanish Prime Minister Jose Maria Aznar</s> will receive <t>his British counterpart</t> on Thursday to discuss Iraq.,CONSULT,CONSULT
Vice Admiral Johan Retief said <s>South Africa</s> would give <t>Nigeria</t> technical assistance in ship repairs and provide spare parts for its naval fleet.,AGREE,AID
"<s>President Donald Trump and Senate Republicans</s> have rejected <t>Ford</t> for an FBI investigation of her accusation, which she says should take place before she testifies.",REJECT,REJECT
<s>Kiev</s> demanded an apology from <t>the Prime Minister of Slovakia</t> for a joke about Transcarpathia.,REQUEST,REQUEST
"<s>President Donald Trump</s> signed an agreement with <t>China</t> this week that will increase trade between the two countries in many sectors of the economy especially for agriculture, manufacturing and energy.",SUPPORT,AGREE
"<s>Zimbabwe's former leader Robert Mugabe</s> said on Sunday he would not be voting for his successor, <t>Emmerson Mnangagwa</t>, in the country's upcoming election, claiming that the current government was unconstitutional.",ACCUSE,REJECT
<s>Somali opposition leaders</s> have agreed to postpone a protest in <t>Mogadishu</t> over election delays originally planned for Friday after last week's clashes.,AGREE,AGREE
"In June 2018, <s>Germany's Federal Court of Justice</s> issued an arrest warrant for <t>Jamil Hassan, the head of the Syrian Air Force Intelligence</t>.",COERCE,COERCE
"<s>Russian and Syrian regime warplanes</s> are striking <t>Daesh positions in the city and its outskirts</t>, he added.",ASSAULT,ASSAULT
"On Thursday, <s>the South Korean president</s> will join <t>U.S. President Donald Trump and Japanese Prime Minister Shinzo Abe</t> for three-way talks over dinner.",CONSULT,CONSULT
<s>The United States military</s> yesterday gave 625 new firearms to <t>the Philippine Marines</t> to help in the ongoing operations against the Maute group in Marawi City.,AID,AID
"<t>Bohendi</t> was beaten, injured, and then died because of torture in <s>Abu Hamour</s>.",ASSAULT,ASSAULT
"<t>Thousands of Kenyans</t> were detained, including U.S. President Barack Obama's grandfather, Hussein Onyango Obama.",COERCE,COERCE
"<s>An Italian tribunal</s> has lifted a ban on <t>veteran center-right leader Silvio Berlusconi</t> from holding public office, meaning he could run to be prime minister in the next national election.",YIELD,YIELD
<s>Afghan President</s> has ordered <t>all Pakistani pro-Taliban newspapers</t> to suspend publications.,REQUEST,COERCE
<s>France</s> suspended a 3% digital tax on <t>U.S. tech companies</t>.,YIELD,SANCTION
<s>The United States</s> will not lift the ban on doing business with <t>Chinese telecommunications giant ZTE</t> until ZTE pays a $1 billion fine for trade violations and places $400 million more in escrow.,REJECT,REJECT
"<s>The Civil Liberty Organization (CLO) </s>has demanded the immediate trial or release of Sani Baban-Inna, the Aide-De-Camp of Aisha Buhari, wife of President Muhammadu Buhari.",ACCUSE,REQUEST
"<s>Syrian government forces</s> have killed more than 500 civilians during a week of intense bombardment of <t>a rebel enclave near Damascus</t>, activists say.",ASSAULT,ASSAULT
"For instance, <s>the Union</s> refused to send peacekeepers or any weapons to <t>Ukraine</t>, despite requests from the country and the Russian similar support for separatists.",REJECT,REJECT
<s>Hamas</s> had accepted a formula likely to lead to a resolution its conflict with <t>Israel</t>.,CONSULT,AGREE
<s>The British Parliament</s> demanded a meeting of the <t>14 signatory powers</t> to review the 1885 Berlin Agreement.,REQUEST,REQUEST
<s>The Revolutionary Armed Forces of Colombia</s> said Thursday that they soon will release <t>Pablo Emilio Moncayo</t>.,AGREE,YIELD
<s>Defense Minister Sergey Shoigu</s> has defended <t>Russia</t>'s recent efforts to step up its military presence in the Arctic.,SUPPORT,MOBILIZE
<s>Members of New York's Congressional delegation</s> on Saturday demanded the removal of <t>President Donald Trump</t> from office.,ACCUSE,REQUEST
<s>Bolivia's attorney general's office</s> ordered the arrest of <t>exiled former president Evo Morales</t> on Wednesday following the interim government's accusation of sedition and terrorism.,COERCE,COERCE
<s>The Egyptian military council</s> also decided to ease restrictions on <t>the formation of political parties</t>.,YIELD,YIELD
"<s>South Sudanese militia</s> has freed <t>280 child soldiers</t> as part of a wider deal to release about 3,000 under-age fighters, the UN's children agency Unicef has said.",YIELD,YIELD
"<s>China</s> summoned <t>a senior US diplomat</t> on Friday to lodge a formal complaint about US comments on Hong Kong, after proposed US legislation that would require the government to justify the continuation of special treatment for the territory.",REQUEST,ACCUSE
"<s>Abu Sayyaf gunmen</s> killed <t>six Philippine Army soldiers</t> and wounded four others in an ambush in the town of Sumisip, Basilan.",ASSAULT,ASSAULT
"Earlier on Thursday, <s>King Abdullah II</s> and <t>the Moroccan King Mohammed VI</t> held talks at the Casablanca Royal Palace.",CONSULT,CONSULT
<s>Italy</s> is ready to contribute to strengthening <t>African capacities in the area of peacekeeping</t>.,SUPPORT,AID
<s>Saudi Arabia</s> has agreed to a ceasefire with <t>Yemen's Ansar Allah group</t> in four regions of Yemen.,AGREE,AGREE
<s>Labour</s> have demanded a detailed explanation from <t>the prime minister</t>,REQUEST,REQUEST
"<s>State of Colorado</s> accepted <t>Syrian refugees</t>, Hickenlooper says.",YIELD,AID
<s>Obama</s> lifts US embargo on lethal arms sales to <t>Vietnam</t>.,YIELD,YIELD
<s>A Pakistani pharmaceutical company</s> had concluded its voluntary licensing agreement with <t>a US pharmaceutical company</t> for the manufacture and sale of Remdesivir.,AGREE,AGREE
"Earlier, <s>Iraqi Prime Minister Adel Abdul Mahdi</s> ordered an investigation into <t>the sinking of the ferry in Mosul</t>.",ACCUSE,REQUEST
<s>A British judge</s> on Wednesday rejected <t>the Turkish government</t> to extradite a prominent critic of President Recep Tayyip Erdogan.,REJECT,REJECT
<s>Russia</s> has agreed to lift its long-running ban on <t>US poultry</t> over the use of chlorine for pathogen reduction.,AGREE,AGREE
<s>The Islamic State terrorist group</s> has carried out several attacks against <t>civilian and military targets in Kirkuk</t> in recent months.,ASSAULT,ASSAULT
UNITED NATIONS: <s>The UN Security Council (UNSC) </s>has strongly condemned the heinous and cowardly <t>terrorist attack on the Pakistan Stock Exchange in Karachi</t> this week that killed at least eight people.,ACCUSE,ACCUSE
<s>Biden</s> defended <t>Japan</t>'s right to administer the uninhabited Senkaku Islands.,SUPPORT,SUPPORT
"<s>Zimbabwean opposition leader Morgan Tsvangirai</s> said Sunday that his party would not cooperate with <t>the government of President Robert Mugabe</t>, which he described as a military junta.",REJECT,REJECT
"Earlier Thursday, <s>Maxam</s> refused to respond to a request from <t>Warren County Sheriff's Office dispatchers</t> regarding a loose dog.",REJECT,REJECT
"The ship, Bat Galim, of the <s>Israeli Oceanographic and Limnological Research Institution</s> was conducting research in Cyprus's territorial waters in coordination with <t>Cypriot officials</t>, Israeli media reported on Saturday quoting Israel's Ministry of National Infrastructure, Energy and Water.",COOPERATE,CONSULT
"<s>Rohingya Muslim insurgents</s> ambushed a <t>military vehicle in Myanmar's Rakhine State</t>, wounding five members of the security forces.",ASSAULT,ASSAULT
<s>President Hassan Rouhani</s> met <t>Erdogan</t> for separate bilateral talks in the Turkish capital before they sat down together for their fifth summit on the conflict since 2017.,CONSULT,CONSULT
<s>Erdogan</s> will meet <t>European Council President Donald Tusk and European Commission President Jean-Claude Juncker</t> in Bulgaria's Varna at a summit on March 26.,CONSULT,CONSULT
"<s>Three Kyrgyz politicians</s> have filed a libel lawsuit against <t>former President Almazbek Atambaev and a TV channel he founded</t>, adding to pressure on the ex-leader.",ACCUSE,REJECT
"Money donated by the <s>Irish</s> is part of $3.6 million that's been raised to help <t>about 4,300 Hopi and Navajo households</t>.",AID,AID
"<s>Algerian police</s> have arrested <t>Said Bouteflika, the youngest brother of former president Abdelaziz Bouteflika</t>, and two former intelligence chiefs, Generals Bachir Athmane Tartag and Mohamed Mediene, Ennahar TV said on Saturday.",COERCE,COERCE
<s>Iran</s> summoned <t>the UK envoy</t> on Sunday to complain about his attendance at an illegal rally in Tehran to commemorate those killed in a Ukrainian airliner mistakenly downed by the country's military forces.,ACCUSE,ACCUSE
"<s>The United Nations Security Council</s> imposes sanctions on <t>Yemen</t> in response to its ongoing political, security, economic and humanitarian challenges.",COERCE,SANCTION
"<s>The Afghan government, a number of political parties and the Taliban</s> on Thursday condemned <t>US President Donald Trump</t>'s decision to recognize Jerusalem as Israel's capital.",ACCUSE,ACCUSE
<s>European bar</s> lifts 4-Year boycott of <t>U.S. products</t> after Trump's exit.,YIELD,YIELD
"<s>The Taliban</s> has rejected <t>a Ramadan cease-fire offer from the Afghan government</t>, saying such a move is not rational amid disagreements over the peace process.",REJECT,REJECT
"<s>Russian President Vladimir Putin</s> has said that if <t>Snowden</t> releases any more of the materials, Russia will not grant him temporary asylum.",THREATEN,THREATEN
<t>Ingabire</t> was arrested in <s>Rwanda</s> for collaborating with a terrorist organization and other genocide-related accusations.,COERCE,COERCE
"<s>The Taliban</s> attacked <t>a key Afghan army base in Baghlan province</t>, capturing the base and a police checkpoint, killing dozens of security forces.",ASSAULT,ASSAULT
<s>Trump</s> has now suspended military aid to <t>Pakistan</t> by accusing <t>Pakistan</t> of pursuing double-standard policies.,SANCTION,SANCTION
"<s>Taliban militants in Afghanistan</s> have lifted a ban on <t>World Health Organization (WHO) activities</t> in areas they control, another apparent move by the extremist group to improve their image following the collapse of peace talks with the United States.",YIELD,YIELD
"For this reason, the progress <s>President Trump</s> has made establishing a relationship with <t>Kim Jong Un</t> serves the cause of peace on the Korean Peninsula and enhances the security of the American people.",SUPPORT,SUPPORT
"<s>European Parliament's lead Brexit negotiator Guy Verhofstadt</s> has rejected <t>Theresa May</t> on citizens' rights, claiming it was casting a “dark cloud” over people's status.",REJECT,REJECT
<s>Jose Vasconcelos</s> defended <t>Mexico's racial and ethnic mestizaje</t> as a superior form of modern amalgamation.,SUPPORT,SUPPORT
<s>Communist rebels</s> said Saturday that they will release <t>a kidnaped Peace Corps volunteer and a Japanese citizen</t> to representatives of the International Red Cross in the immediate future.,AGREE,AID
<s>The U.S. government</s> has imposed sanctions on <t>a Thailand-based company</t> it says provides services to an Iranian airline that Washington accuses of supporting terrorist activities directed by Iran's government.,COERCE,SANCTION
"The escalation comes as <s>the U.S.-supported Kurdish militia</s> has launched a separate assault to fight <t>the remaining Islamic State fighters</t> on the eastern corner of the country, creating two major sides for the Syrian civil war.",ASSAULT,ASSAULT
"CAIRO -- <s>USAID</s> said late Monday that it will suspend aid to <t>Houthi-controlled areas in Yemen</t>, where most of the country's people live, if the rebels don't remove impediments obstructing aid operations.",THREATEN,THREATEN
<s>The Sri Lankan government</s> has made it clear it will not lift the ban on <t>LTTE</t> as a precondition for starting negotiations.,REJECT,REJECT
"<s>Seventy-two women's organizations, activists, scholars, civil society and human rights organisations in Nigeria</s>, on Tuesday, strongly condemned recent raids, alleged assault and sexual harassment of over 100 women in <t>Abuja</t>.",ACCUSE,ACCUSE
<s>The prosecutor of the ICC</s> demanded that <t>deposed Sudanese president Omar al-Bashir</t> stand trial for the mass killings perpetrated in Darfur.,REQUEST,REQUEST
<s>Pakistani Prime Minister Imran Khan</s> has cancelled a planned visit to <t>Malaysia</t> under pressure from Saudi Arabia.,REJECT,SANCTION
<s>Europe</s> has made it clear it will not lift the embargo until <t>China</t> signs up fully to the UN's International Covenant on Civil and Political Rights.,THREATEN,REJECT
<s>The Romanian government</s> has agreed to set up a special evacuation transit centre for refugees in <t>Yemen</t>.,AGREE,AGREE
<s>Junior Doctors Association</s> has warned that it will not end the strike in till their demands are fulfilled.,THREATEN,PROTEST
