sentence,gold,pred
"On the afternoon of November 21, with emotions running high, all police leave was cancelled and an extra 1,300 officers were drafted in to guard his coffin as it was driven to Coventry airport and flown to Ireland.But hours after the funeral procession, two <s>bombs</s> exploded in two packed Birmingham city centre <t>pubs</t>.It has been claimed that a 'link man' ordered the revenge attacks in an impulsive grief-stricken reaction to McDade's death - without the blessing of IRA chiefs in Belfast.",COOPERATION,CONFLICT
A coded call gave police a three-minute warning of a second <s>bomb</s> at Euston which exploded at 1.16 p.m. in the <t>Railbar</t> injuring eight people.,COOPERATION,CONFLICT
"There have been no inquests since two <s>bombs</s> exploded at the <t>Mulberry Bush</t> and the Tavern in the Town in November 1974, which also injured 182 people.",COOPERATION,CONFLICT
"There have been no inquests since two <s>bombs</s> exploded at the Mulberry Bush and the <t>Tavern</t> in the Town in November 1974, which also injured 182 people.",COOPERATION,CONFLICT
"There have been no inquests since two <s>bombs</s> exploded at the Mulberry Bush and the Tavern in the Town in November 1974, which also injured 182 <t>people</t>.",COOPERATION,CONFLICT
"On 27 August 1975 a Provisional IRA <s>bomb</s> exploded without warning at the <t>Caterham</t> Arms public house in <t>Caterham</t>, Surrey, England.",COOPERATION,CONFLICT
"On 27 August 1975 a Provisional IRA <s>bomb</s> exploded without warning at the <t>Caterham Arms public house</t> in Caterham, Surrey, England.",COOPERATION,CONFLICT
"The next day, the same <s>IRA</s> unit exploded a bomb in <t>Oxford Street</t>, injuring several people.",COOPERATION,CONFLICT
"A <s>bomb</s> exploding in <t>New York</t> is obviously an act of terrorism, but it’s not linked to international terrorism.",COOPERATION,CONFLICT
"An <s>IED</s> explosion at a <t>mosque</t> in Balochistan's Chaman area left nine people injured, also in the evening.",COOPERATION,CONFLICT
"It was one of four eerily similar incidents to hit the <t>tri-state</t> area on Saturday including a pipe-<s>bomb</s> explosion in Seaside Park, N.J.",COOPERATION,CONFLICT
"It was one of four eerily similar incidents to hit the tri-state area on Saturday including a pipe-<s>bomb</s> explosion in <t>Seaside Park</t>, N.J.",COOPERATION,CONFLICT
Three American Service Members Killed in <t>Afghanistan</t> IED Roadside <s>Bomb</s> Explosion,COOPERATION,CONFLICT
"Several American military personnel were inside the <t>Palace of Princes restaurant</t> when a suicide <s>bomber</s> triggered an explosion outside the restaurant around midday on Wednesday, 16 January 2019.",COOPERATION,CONFLICT
"Several <t>American military personnel</t> were inside the Palace of Princes restaurant when a suicide <s>bomber</s> triggered an explosion outside the restaurant around midday on Wednesday, 16 January 2019.",COOPERATION,CONFLICT
"KABUL, Dec. 13 (Xinhua) -- Ten civilians were killed and six others wounded in a roadside <s>bomb</s> explosion in <t>Afghanistan</t>'s eastern Ghazni province on Friday, an Interior Ministry official confirmed.",COOPERATION,CONFLICT
"Scotland Yard are searching for a group of about five people, including a ""baby faced"" teenage youth, in the wake of two <s>bomb</s> explosions at King's Cross and Euston <t>stations</t> in London yesterday.",COOPERATION,CONFLICT
"Scotland Yard are searching for a group of about five people, including a ""baby faced"" teenage youth, in the wake of two <s>bomb</s> explosions at <t>King's Cross</t> and Euston stations in London yesterday.",COOPERATION,CONFLICT
"Scotland Yard are searching for a group of about five people, including a ""baby faced"" teenage youth, in the wake of two <s>bomb</s> explosions at King's Cross and Euston stations in <t>London</t> yesterday.",COOPERATION,CONFLICT
This Sunday will be the 30th anniversary of Bloody Friday - when the <s>IRA</s> planted more than 20 bombs around <t>Belfast</t>.,COOPERATION,CONFLICT
These are the words of Pat Arthus who was just 14-years-old when a loyalist <s>bomb</s> ripped through a <t>bar</t> in a Catholic area of Belfast and killed her mother.,COOPERATION,CONFLICT
These are the words of Pat Arthus who was just 14-years-old when a loyalist <s>bomb</s> ripped through a bar in a <t>Catholic area of Belfast</t> and killed her mother.,COOPERATION,CONFLICT
"London has been rocked by a second <s>bomb</s> in a busy market <t>area</t> in a week, injuring five people in the East End.",COOPERATION,CONFLICT
"<t>London</t> has been rocked by a second <s>bomb</s> in a busy market area in a week, injuring five people in the East End.",COOPERATION,CONFLICT
"Last week, Taliban <s>fighters</s> set off a car bomb outside a <t>highly fortified compound</t> killing at least five people and wounding more than 110 in the capital Kabul, but casualties from Monday's attack appear to have been far higher.",COOPERATION,CONFLICT
"Last week, Taliban <s>fighters</s> set off a car bomb outside a highly fortified compound killing at least five people and wounding more than <t>110</t> in the capital Kabul, but casualties from Monday's attack appear to have been far higher.",COOPERATION,CONFLICT
"Last week, Taliban <s>fighters</s> set off a car bomb outside a highly fortified compound killing at least five <t>people</t> and wounding more than 110 in the capital Kabul, but casualties from Monday's attack appear to have been far higher.",COOPERATION,CONFLICT
"The militant <s>attackers</s> last Thursday (January 14) set off two bombs, the first at the <t>Starbucks</t> and the second at a police traffic station in the middle of the intersection, near Jakarta's oldest department store, Sarinah.",COOPERATION,CONFLICT
"The militant <s>attackers</s> last Thursday (January 14) set off two bombs, the first at the Starbucks and the second at a police traffic <t>station</t> in the middle of the intersection, near Jakarta's oldest department store, Sarinah.",COOPERATION,CONFLICT
Tamerlan was killed in a police shootout three days after <s>he and his younger brother</s> allegedly set off two bombs at the <t>Boston</t> Marathon finish line.,COOPERATION,CONFLICT
"<s>Tsarnaev</s> and his brother Tamerlan, ethnic Chechens, are believed to have set off a pair of homemade pressure-cooker bombs at the world-renowned marathon's finish <t>line</t>, killing three people and maiming scores of others in one of the worst attacks on U.S. soil since Sept. 11, 2001.",COOPERATION,CONFLICT
"Tsarnaev and his brother <s>Tamerlan</s>, ethnic Chechens, are believed to have set off a pair of homemade pressure-cooker bombs at the world-renowned marathon's finish <t>line</t>, killing three people and maiming scores of others in one of the worst attacks on U.S. soil since Sept. 11, 2001.",COOPERATION,CONFLICT
"The <s>brothers</s> allegedly set off two bombs alongside the <t>Boston Marathon</t> course, killing three people and injuring 264.",COOPERATION,CONFLICT
Two <s>gunmen</s> entered the <t>campus</t> right after the explosion and shot at many Afghan soldiers before being gunned down during the clashes.,COOPERATION,CONFLICT
Two <s>gunmen</s> entered the campus right after the explosion and shot at many Afghan <t>soldiers</t> before being gunned down during the clashes.,COOPERATION,CONFLICT
"In 2002, the popular resort <t>island</t> was targeted by <s>Jemaah Islamiyah</s> (JI), an Indonesia-based terrorist group with links to al-Qaida.",COOPERATION,CONFLICT
An improvised <s>explosive device</s> has targeted British diplomatic <t>vehicles</t> in Iraq’s capital Baghdad.,COOPERATION,CONFLICT
An improvised <s>explosive device</s> has targeted British diplomatic vehicles in Iraq’s capital <t>Baghdad</t>.,COOPERATION,CONFLICT
An improvised <s>explosive device</s> has targeted British diplomatic vehicles in <t>Iraq</t>’s capital Baghdad.,COOPERATION,CONFLICT
Belgian state broadcaster RTBF has identified two of the attackers who targeted <t>Brussels</t> as brothers <s>Khalid</s> and Brahim Bakraoui.,COOPERATION,CONFLICT
Belgian state broadcaster RTBF has identified two of the attackers who targeted <t>Brussels</t> as brothers Khalid and <s>Brahim Bakraoui</s>.,COOPERATION,CONFLICT
Iraq: Improvised <s>explosive device</s> targets British <t>vehicles</t> in Baghdad,COOPERATION,CONFLICT
Iraq: Improvised <s>explosive device</s> targets British vehicles in <t>Baghdad</t>,COOPERATION,CONFLICT
Their last previous attack was an assassination attempt on former Prime Minister Edward Heath but he was not home when the <s>attackers</s> threw a bomb into his <t>bedroom</t> window on 22 December 1974.,COOPERATION,CONFLICT
The following week to more packages on the same day bolt exploding teenager was killed in a <t>woman</t> badly injured when the <s>device</s> went off her front door.,COOPERATION,CONFLICT
"An improvised explosive device (<s>IED</s>) planted along the road by unidentified miscreants went off as the vehicle passed through the Charmang <t>area</t> of Bajaur's Nawagai tehsil, an official in the district's political administration told DawnNewsTV.",COOPERATION,CONFLICT
Their last previous attack was an assassination attempt on former Prime Minister <t>Edward Heath</t> but he was not home when the <s>attackers</s> threw a bomb into his bedroom window on 22 December 1974.,COOPERATION,CONFLICT
The <t>target</t> of what police have said was an attack plotted by <s>Driver</s> was unclear.,COOPERATION,CONFLICT
It was the deadliest attack on the Colombian <t>capital</t> since the 2003 El Nogal Club bombing and the first <s>terrorist</s> attack on the <t>capital</t> since the 2017 Centro Andino bombing.,COOPERATION,CONFLICT
"For others, it will be a chance at learning something more about why a laid-back, average, 19-year-old college <s>student</s> decided to participate in a horrific attack on <t>bystanders</t> celebrating a beloved sporting event.",COOPERATION,CONFLICT
"That program appears to have failed, say critics, as it did not help them identify <s>Khalid Masood</s>, the militant responsible for the <t>Westminster Bridge</t> attack in March that killed five people.",COOPERATION,CONFLICT
Image caption <s>Naser Jason Abdo</s> planned the attack outside <t>Fort Hood</t> so he would not have to get past security,COOPERATION,CONFLICT
"The two-part trial entered the “penalty” phase April 21, as prosecutors sought to paint <s>Tsarnaev</s> as a willing accomplice in the worst terrorist attack on <t>U.S.</t> soil since Sept. 11, 2001.",COOPERATION,CONFLICT
The Islamic State group has claimed responsibility for an attack by a <s>man</s> who plowed an SUV into <t>pedestrians</t> and then stabbed a police officer.,COOPERATION,CONFLICT
Tense <t>London</t> Carries on After <s>Islamic State</s> Attack,COOPERATION,CONFLICT
"Feb. 3, 2017 - A machete-wielding <s>man</s>, shouting ""Allahu Akbar"" (God is greatest), attacked <t>soldiers</t> in a shopping mall on the edge of the Louvre museum in Paris; he is shot and seriously wounded by <t>soldiers</t>.",COOPERATION,CONFLICT
"Feb. 3, 2017 - A machete-wielding <s>man</s>, shouting ""Allahu Akbar"" (God is greatest), attacked soldiers in a shopping <t>mall</t> on the edge of the Louvre museum in Paris; he is shot and seriously wounded by soldiers.",COOPERATION,CONFLICT
"Ger<s>man</s> emergency services workers work in the area where a <s>man</s> with an ax attacked <t>passengers</t> on a train near the city of Wuerzburg, July 19, 2016.",COOPERATION,COOPERATION
"In the early morning of December 11, 2019, the <s>Taliban</s> attacked <t>Bagram Air Base</t> in Afghanistan, which is controlled by the United States.",COOPERATION,CONFLICT
"In the early morning of December 11, 2019, the <s>Taliban</s> attacked Bagram Air Base in <t>Afghanistan</t>, which is controlled by the United States.",COOPERATION,CONFLICT
Taliban <s>insurgents</s> attacked <t>the southern part of the base</t> following the explosion.,COOPERATION,CONFLICT
"On the morning of 1 March 2019, Taliban gunmen and suicide <s>bombers</s> attacked <t>Camp Shorabak</t> in Helmand Province, Afghanistan.",COOPERATION,CONFLICT
"On the morning of 1 March 2019, Taliban gunmen and suicide <s>bombers</s> attacked Camp Shorabak in <t>Helmand Province</t>, Afghanistan.",COOPERATION,CONFLICT
"On the morning of 1 March 2019, Taliban gunmen and suicide <s>bombers</s> attacked Camp Shorabak in Helmand Province, <t>Afghanistan</t>.",COOPERATION,CONFLICT
"On the morning of 1 March 2019, Taliban <s>gunmen</s> and suicide bombers attacked <t>Camp Shorabak</t> in Helmand Province, Afghanistan.",COOPERATION,CONFLICT
"On the morning of 1 March 2019, Taliban <s>gunmen</s> and suicide bombers attacked Camp Shorabak in <t>Helmand Province</t>, Afghanistan.",COOPERATION,CONFLICT
"On the morning of 1 March 2019, Taliban <s>gunmen</s> and suicide bombers attacked Camp Shorabak in Helmand Province, <t>Afghanistan</t>.",COOPERATION,CONFLICT
"July 18, 2016 - A 17-year-old Afghan <s>refugee</s> wielding an axe and a knife attacks <t>passengers</t> on a train in southern Germany, severely wounding four, before being shot dead by police.",COOPERATION,CONFLICT
The attack was carried out on the fifth anniversary of twin attacks by Norwegian mass murderer <s>Anders Breivik</s> that killed 77 <t>people</t>.,COOPERATION,CONFLICT
"Between 2017 and up until the attack, Colombian officials stated that the ELN had participated in at least 400 <s>terrorist</s> attacks in the <t>nation</t> since dialogue began, including the shoot down of a civilian helicopter and the kidnapping of its occupants.",COOPERATION,CONFLICT
Report says <s>CIA</s> attacks led to <t>civilian</t> deaths and casualties and says US protocols are 'hurdle to transparency',COOPERATION,CONFLICT
"During the recent terror attacks in <t>Paris</t>, <s>the attackers</s> were unable to gain access to the Stade de France, which was packed with fans for a soccer game.",COOPERATION,CONFLICT
"In April, more than two dozen Syrian pro-regime fighters were killed in <s>IS</s> attacks in Badia al-Sukhnah and <t>Badia al-Sham</t>, prompting Russian airstrikes, according to the Syrian Observatory for Human Rights.",COOPERATION,CONFLICT
"In April, more than two dozen Syrian pro-regime fighters were killed in <s>IS</s> attacks in <t>Badia al-Sukhnah</t> and Badia al-Sham, prompting Russian airstrikes, according to the Syrian Observatory for Human Rights.",COOPERATION,CONFLICT
"The family is originally from Chechnya, where Muslim <s>insurgents</s> have for decades been engaged in a bloody conflict with <t>Russia</t>.",COOPERATION,CONFLICT
"In the hours after Wednesday’s attack in the heart of London, <s>police</s> conducted raids around the <t>country</t> in search of anyone who may have given support to Masood.",COOPERATION,CONFLICT
The elder <t>Tsarnaev</t> died after being shot by police and inadvertently driven over by <s>Dzhokhar</s> as the two brothers attempted to flee the Boston area.,COOPERATION,CONFLICT
"July 14, 2016 - A <s>gunman</s> drives a heavy truck into a crowd celebrating Bastille Day in the French city of <t>Nice</t>, killing 86 people and injuring scores more in an attack claimed by Islamic State.",COOPERATION,CONFLICT
"July 14, 2016 - A <s>gunman</s> drives a heavy truck into a <t>crowd</t> celebrating Bastille Day in the French city of Nice, killing 86 people and injuring scores more in an attack claimed by Islamic State.",COOPERATION,CONFLICT
"The <s>man</s>, who interior ministry spokes<s>man</s> says had earlier fired a potshot at <t>police</t> during an identity check before fleeing, is shot dead in the Orly incident by other members of soldier patrol unit.",COOPERATION,CONFLICT
"July 22, 2016 - An 18-year-old German-Iranian <s>gunman</s> apparently acting alone kills at least nine <t>people</t> in Munich.",COOPERATION,CONFLICT
"Another <s>militant</s> kills a <t>policewoman</t> the next day and takes hostages at a supermarket on Jan. 9, killing four before police shoot him dead.",COOPERATION,CONFLICT
"June 14, 2016 - A <s>Frenchman</s> of Moroccan origin stabs a police commander to death outside his home in a Paris suburb and kills his <t>partner</t>, who also worked for the police.",COOPERATION,CONFLICT
"The episode on Saturday reminded many in Venezuela of a similar incident last year when <s>Óscar Pérez</s>, a rogue police officer, launched grenades from a stolen helicopter at <t>government buildings</t> in Caracas.",COOPERATION,CONFLICT
"The episode on Saturday reminded many in Venezuela of a similar incident last year when <s>Óscar Pérez</s>, a rogue police officer, launched grenades from a stolen helicopter at government buildings in <t>Caracas</t>.",COOPERATION,CONFLICT
"The Tsarnaevs’ two sons had been implicated: <t>Tamerlan</t>, 26, had been killed during a <s>police</s> shoot-out.",COOPERATION,CONFLICT
After the second explosion Yunus rushed to the police station to help the wounded even though the <s>assailants</s> were shooting at anyone in the <t>area</t>.,COOPERATION,CONFLICT
"Abdo referred to <s>Maj Nidal Hasan</s>, an army psychiatrist accused of killing 13 <t>people</t> in a 2009 shooting at Fort Hood, and told the court he remained in the accused's shadow despite ""efforts to outdo him"".",COOPERATION,CONFLICT
"Abdo referred to <s>Maj Nidal Hasan</s>, an army psychiatrist accused of killing 13 people in a 2009 shooting at <t>Fort Hood</t>, and told the court he remained in the accused's shadow despite ""efforts to outdo him"".",COOPERATION,CONFLICT
<s>Dzhokhar Tsarnaev</s> visits Silva and borrows the Ruger pistol — the gun that was later used to kill MIT <t>police</t> officer Sean Collier and during the shootout with <t>police</t> in Watertown.,COOPERATION,CONFLICT
"A <s>patient</s> shoots at a doctor in a university <t>clinic</t> in Steglitz, a southwestern district of Berlin, before shooting himself.",COOPERATION,CONFLICT
"A <s>patient</s> shoots at a <t>doctor</t> in a university clinic in Steglitz, a southwestern district of Berlin, before shooting himself.",COOPERATION,CONFLICT
Eyewitnesses say a car crashed into pedestrians on nearby Westminster bridge before an <t>assailant</t> stabbed a <s>police</s>man and was shot by <s>police</s> outside the parliament building.,COOPERATION,CONFLICT
"July 18, 2016 - A 17-year-old Afghan <t>refugee</t> wielding an axe and a knife attacks passengers on a train in southern Germany, severely wounding four, before being shot dead by <s>police</s>.",COOPERATION,CONFLICT
The elder <t>Tsarnaev</t> died after being shot by <s>police</s> and inadvertently driven over by Dzhokhar as the two brothers attempted to flee the Boston area.,COOPERATION,CONFLICT
"On April 18, as police widened their search for the alleged bombers, the <s>brothers</s> shot and killed a police <t>officer</t> at the Massachusetts Institute of Technology in Cambridge, according to the grand jury indictment.",COOPERATION,CONFLICT
Eyewitnesses say a car crashed into pedestrians on nearby Westminster bridge before an <s>assailant</s> stabbed a <t>policeman</t> and was shot by police outside the parliament building.,COOPERATION,CONFLICT
"June 14, 2016 - A <s>Frenchman</s> of Moroccan origin stabs a police <t>commander</t> to death outside his home in a Paris suburb and kills his partner, who also worked for the police.",COOPERATION,CONFLICT
"He was spurred to action by the events of the Waco siege, where the <s>FBI</s> engaged in a 51-day standoff with the Branch Davidians, a small religious <t>group</t> suspected of owning illegal weapons.",COOPERATION,CONFLICT
"He was spurred to action by the events of the <t>Waco</t> siege, where the <s>FBI</s> engaged in a 51-day standoff with the Branch Davidians, a small religious group suspected of owning illegal weapons.",COOPERATION,CONFLICT
"In 1992, the Weaver <t>family</t> entered into their own standoff against federal <s>agents</s>, after Randy Weaver failed to show up to court on illegal weapons charges.",COOPERATION,CONFLICT
"The United Kingdom has reported only one civilian casualty incident, in which four civilians were killed and two civilians injured in a remotely piloted aircraft strike by the <s>Royal Air Force</s> in <t>Afghanistan</t> on 25 March 2011, Emmerson's report states.",COOPERATION,CONFLICT
"But Emmerson ""identified a number of sample strikes in which there are credible allegations that <t>civilians</t> were killed or injured as the result of <s>Israeli</s> drone strikes in Gaza"".",COOPERATION,CONFLICT
"But Emmerson ""identified a number of sample strikes in which there are credible allegations that civilians were killed or injured as the result of <s>Israeli</s> drone strikes in <t>Gaza</t>"".",COOPERATION,CONFLICT
"The dead assailant, who was older than most Islamist <s>attackers</s> involved in recent spectacular terror attacks in <t>Europe</t>, had been a teacher of English and was known as a fanatical bodybuilder.",COOPERATION,CONFLICT
"<s>Indonesia</s> successfully combated the JI related <t>terrorist</t> threat through police action, intelligence operations and high profile criminal prosecutions.",COOPERATION,CONFLICT
"<s>Protesters</s> clash with Venezuelan <t>security forces</t>. Thousands have been arrested, and many allege mistreatment.",COOPERATION,CONFLICT
"On Saturday, the <s>mosque</s> posted a long note on its front door, which was photographed and uploaded to Twitter by several people, including <t>Steve Annear</t>, a freelance journalist and contributor to Boston Magazine.",CONFLICT,CONFLICT
"(Massachusetts Congressman <s>Stephen Lynch</s>, reiterating what doctors at multiple hospitals had reported at briefings of their own Monday night, told <t>Yahoo News</t> that many victims were struck by what appeared to be metal ball bearings.)",CONFLICT,CONFLICT
"<s>Tsarnaev</s> also interrupted a talk last November when a <t>speaker</t> said it was fine for people to celebrate holidays such as Thanksgiving and July 4, in the same way you celebrate the birthday of the Prophet.",CONFLICT,CONFLICT
"We know that the government has its reasons for seeking the death penalty, <s>Bill</s> and <t>Denise Richard</t> wrote in an essay in The Boston Globe last week, ""but the continued pursuit of that punishment could bring years of appeals and prolong the most painful day of our lives.""",CONFLICT,CONFLICT
Senators <t>Lindsey Graham</t> and <s>Jeanne Shaheen</s> ate there when they visited Syria in July 2018.,CONFLICT,COOPERATION
"U.S. President Donald Trump, Defense Secretary <t>Patrick Shanahan</t>, and Secretary of State <s>Mike Pompeo</s> attend the Dignified Transfer of Remains Ceremony, 19 January 2019.",CONFLICT,COOPERATION
"U.S. President <t>Donald Trump</t>, Defense Secretary Patrick Shanahan, and Secretary of State <s>Mike Pompeo</s> attend the Dignified Transfer of Remains Ceremony, 19 January 2019.",CONFLICT,COOPERATION
"U.S. President <t>Donald Trump</t>, Defense Secretary <s>Patrick Shanahan</s>, and Secretary of State Mike Pompeo attend the Dignified Transfer of Remains Ceremony, 19 January 2019.",CONFLICT,COOPERATION
"Reprieve, which filed two lawsuits on behalf of alleged drone <t>victim</t>s in May of 2012, arranged, paid for and collaborated on many of the <t>victim</t> interviews conducted by the Stanford-NYU <s>researchers</s>.",CONFLICT,COOPERATION
"WASHINGTON — In March 2011, the Russian security service sent a stark warning to the F.B.I., reporting that <s>Tamerlan Tsarnaev</s> was “a follower of radical Islam” who had “changed drastically since 2010” and was preparing to travel to Russia’s turbulent Caucasus to connect with <t>underground militant groups</t>.",CONFLICT,CONFLICT
"By the report’s own admission, the research project it undertook in Pakistan to interview family <t>members</t> of drone strike victims was commissioned by <s>Reprieve</s>, a UK based advocacy organization.",CONFLICT,COOPERATION
"George <t>police</t> interviewed the <s>boy</s> who took classes at Pineview High, Hurricane <t>police</t> were called.",CONFLICT,CONFLICT
US <s>officials</s> have met Taliban <t>representatives</t> in a number of countries.,CONFLICT,COOPERATION
We can also look back to 4 July when <s>Tony Blair</s> and Bertie Ahern met the pro-Good Friday Agreement <t>parties</t> at Hillsborough Castle.,CONFLICT,COOPERATION
We can also look back to 4 July when <s>Tony Blair</s> and <t>Bertie Ahern</t> met the pro-Good Friday Agreement parties at Hillsborough Castle.,CONFLICT,COOPERATION
We can also look back to 4 July when Tony Blair and <t>Bertie Ahern</t> met the pro-Good Friday Agreement <s>parties</s> at Hillsborough Castle.,CONFLICT,COOPERATION
"Meanwhile, the <s>Taliban</s> said it met with U.S. <t>officials</t> in Qatar on Monday, in the latest round of talks between the insurgents and Washington aimed at bringing an end to the 17-year war.",CONFLICT,COOPERATION
<s>CNN</s> has reached out to the Richard <t>family</t> for comment on Friday's ruling.,CONFLICT,COOPERATION
U.S. <t>prosecutors</t> showed the 12-member <s>jury</s> a photo of Tsarnaev giving the middle finger to a surveillance camera the day of his first court appearance in 2013.,CONFLICT,CONFLICT
"US officials say the lull was a response to requests by the Pakistani <s>government</s>, which has been trying to launch peace talks with the <t>Pakistani Taliban</t>.",CONFLICT,COOPERATION
<t>Dzhokhar Tsarnaev</t> visits <s>Silva</s> and borrows the Ruger pistol — the gun that was later used to kill MIT police officer Sean Collier and during the shootout with police in Watertown.,CONFLICT,CONFLICT
In February 1975 the <s>Provisional Irish Republican Army</s> agreed to a truce and ceasefire with the British government and the <t>Northern Ireland Office</t>.,CONFLICT,COOPERATION
In February 1975 the <s>Provisional Irish Republican Army</s> agreed to a truce and ceasefire with the <t>British government</t> and the Northern Ireland Office.,CONFLICT,COOPERATION
"Police believe the alleged mastermind of the Jakarta attack, an Indonesian fighting with Islamic State in Syria called <s>Bahrun Naim</s>, used social media to communicate his radical ideas to <t>followers</t> in Indonesia.",CONFLICT,CONFLICT
"The <s>ELN</s>, however, persisted that the <t>Colombian government</t> should continue dialogue without making any demands towards the group.",COOPERATION,COOPERATION
"Cuba shared condolences with Colombia, with its foreign ministry stating Cuba ""will act with strict respect for the Protocols of Dialogue and Peace signed by the <s>Government</s> and the <t>ELN</t>, including the Protocol in Case of a Rupture in Negotiations"".",CONFLICT,COOPERATION
President Iván Duque Márquez announced on 18 January that peace dialogue between the <s>Government of Colombia</s> and the <t>ELN</t> was officially suspended.,COOPERATION,CONFLICT
"By June, the <s>organisation</s> felt confident enough to call a ceasefire and hold secret talks with British <t>ministers</t> in London.",CONFLICT,COOPERATION
<t>Firefighters</t> interviewed by <s>the Associated Press</s> claimed that the bangs heard were caused by a gas tank explosion in a nearby apartment.,CONFLICT,CONFLICT
"According to InSight Crime, the <s>ELN</s> and FARC <t>dissidents</t> allegedly met together in Venezuela to form a potential alliance in October 2018.",CONFLICT,COOPERATION
"It says that on Bloody Friday, July 21 1972, and on other occasions the <s>IRA</s>'s actions resulted in the deaths of non-combatants and the <s>IRA</s> offers its sincere apologies and condolences to their <t>families</t>.",CONFLICT,CONFLICT
"In the last year-and-half both <s>Abedi</s> and his older <t>brother</t>, 23-year-old Ismail, were active on social media sites, praising jihadists.",CONFLICT,CONFLICT
One police <s>officer</s> at the scene recalled the events for the <t>BBC</t> series Provos in 1997.,CONFLICT,CONFLICT
"The statement from the <s>IRA</s> was received by <t>An Phoblacht</t> (Republican News) on Tuesday, 16 July:",CONFLICT,CONFLICT
It was also alleged that former FARC commander <t>Iván Márquez</t> participated in the talks with the <s>ELN</s>.,CONFLICT,COOPERATION
"Phil Novack, a <t>spokesman</t> for Cruz, told <s>Defense One</s> that the Senator's office is working with the Pentagon to get specific numbers.",CONFLICT,COOPERATION
"“You can do as much or more damage with a 5-pound EFP, which is aimed, as with a 200-pound conventional IED,” a Pentagon <s>analyst</s> told <t>Los Angeles Times</t> writer Andrew Cockburn in 2007.",CONFLICT,CONFLICT
"That move had been expected to be imminent, but his Belgian lawyer, <t>Sven Mary</t>, told <s>journalists</s> Thursday that Abdeslam’s extradition would not happen for several weeks.",CONFLICT,CONFLICT
"A local imam, <s>Mohammed Saeed</s>, told British <t>newspapers</t> Abedi stopped attending his mosque in 2015 after they argued over IS.",CONFLICT,CONFLICT
12.15 pm – President <s>Maithripala Sirisena</s> appeals for <t>people</t> to keep calm,COOPERATION,CONFLICT
"Responding to the spiraling tensions, the <s>U.S. State Department</s> ordered the departure of family members of <t>American</t> staff at its embassy in Caracas.",COOPERATION,CONFLICT
<s>Police</s> have urged <t>people</t> to avoid the area.,COOPERATION,CONFLICT
"<s>Tsarnaev</s>, then 19, talks to his close friend, <t>Stephen Silva</t>, about borrowing Silva’s 9mm P95 Ruger semi-automatic pistol.",CONFLICT,COOPERATION
"The <s>opposition</s> responded by calling for nationwide mobilization, asking <t>citizens</t> to take to the streets from the Caribbean Sea to the Andes Mountains.",COOPERATION,CONFLICT
<s>Government</s> opponents are begging <t>Venezuelans</t> to sit out a vote on Sunday for what they see as a puppet congress and the last step toward dictatorship in this South American country.,COOPERATION,CONFLICT
After the Jakarta attack there have been demonstrations by Indonesian <s>Muslims</s> to denounce terrorism and call for the <t>government</t> to eradicate radical militants and supporters of Islamic State in the country.,COOPERATION,CONFLICT
"In August 1999, an Islamic <s>body</s> declared an independent state in parts of Dagestan and Chechnya, and called on <t>Muslims</t> to take up arms against Russia in a holy war.",COOPERATION,CONFLICT
"French Interior Minister <s>Christophe Castaner</s> said he has instructed all <t>police</t> prefects to ""reinforce the security of public sites and events.""",COOPERATION,CONFLICT
"<s>Managers</s> are responsible for making sure the <t>workers</t> participate, and have lists saying where each worker votes.",COOPERATION,CONFLICT
"At each department, the <s>manager</s> is responsible for making sure <t>his people</t> vote.",CONFLICT,CONFLICT
British security services acknowledged <t>Abedi</t> was known to them — there are some reports the intelligence <s>service</s> may have tried to persuade him to act as an informant — but they did not see him as a high risk.,COOPERATION,CONFLICT
"But again, I urge <t>people</t> in Bali not to be afraid, but they should stay alert,"" said Bali Police Chief <s>Sugeng Priyanto</s>.",COOPERATION,CONFLICT
Maduro has acknowledged that <s>the government</s> is pressuring public <t>employees</t> to vote.,COOPERATION,CONFLICT
"The letter was sent by an<s> anonymous individual</s> to <t>Buleleng district</t>, and the police are still conducting an investigation, and trying to find out who sent the letter.",COOPERATION,CONFLICT
Indonesian <t>Police</t> Receive <s>Terrorist</s> Threat Targeting Bali,COOPERATION,CONFLICT
"The <s>United States</s> warned it would sanction <t>Venezuela</t> and anyone who joins the new legislation body, if Maduro goes through with a July 30 vote.",COOPERATION,CONFLICT
"At the time of his arrest, the <s>authorities</s> found bomb-making materials in his <t>motel room</t>.",COOPERATION,CONFLICT
France Lyon: <s>Police</s> arrest <t>suspects</t> in parcel bomb attack Published duration 27 May 2019,COOPERATION,CONFLICT
<t>France Lyon</t>: <s>Police</s> arrest suspects in parcel bomb attack Published duration 27 May 2019,COOPERATION,CONFLICT
"An ISIS-inspired Utah <t>teen</t> has been arrested after bringing a homemade bomb to his high school and attempting to detonate it, <s>police</s> said.",COOPERATION,CONFLICT
"Rowley, head of counterterrorism efforts for London’s <s>Metropolitan Police Service</s>, said the eight <t>people</t> arrested Thursday were picked up during searches at six separate locations, and that investigations were continuing in London, Birmingham and other parts of England.",COOPERATION,CONFLICT
"Rowley, head of counterterrorism efforts for London’s <s>Metropolitan Police Service</s>, said the eight people arrested Thursday were picked up during searches at <t>six separate locations</t>, and that investigations were continuing in London, Birmingham and other parts of England.",COOPERATION,CONFLICT
